InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C002253,SC6074,Product 53,11,2023-04-04 20:00:00,61.68,43909,UK
C002254,SC4194,Product 82,98,2023-04-04 21:00:00,2.45,28146,France
C002255,SC1483,Product 52,8,2023-04-04 22:00:00,4.67,16104,Canada
I002256,SC2802,Product 84,28,2023-04-04 23:00:00,58.69,14770,Spain
I002257,SC6027,Product 62,7,2023-04-05 00:00:00,22.06,92517,France
I002258,SC4617,Product 87,79,2023-04-05 01:00:00,83.5,60707,Canada
I002259,SC3719,Product 34,43,2023-04-05 02:00:00,88.72,47151,Germany
I002260,SC4381,Product 97,61,2023-04-05 03:00:00,35.04,17286,Germany
I002261,SC1481,Product 43,86,2023-04-05 04:00:00,63.33,49654,Canada
C002262,SC2266,Product 48,50,2023-04-05 05:00:00,21.17,89335,France
C002263,SC4970,Product 23,25,2023-04-05 06:00:00,67.1,52137,UK
I002264,SC5808,Product 65,21,2023-04-05 07:00:00,23.51,51656,Germany
C002265,SC5892,Product 15,39,2023-04-05 08:00:00,35.55,69639,USA
I002266,SC3923,Product 42,46,2023-04-05 09:00:00,72.07,96758,Canada
C002267,SC5241,Product 12,70,2023-04-05 10:00:00,4.7,37289,Canada
I002268,SC7014,Product 51,70,2023-04-05 11:00:00,79.2,74623,Spain
C002269,SC3128,Product 59,15,2023-04-05 12:00:00,69.87,24573,Canada
C002270,SC6486,Product 42,62,2023-04-05 13:00:00,76.71,75066,Germany
C002271,SC7348,Product 33,28,2023-04-05 14:00:00,51.68,70017,Canada
C002272,SC2152,Product 92,76,2023-04-05 15:00:00,22.79,39369,Canada
C002273,SC5692,Product 9,33,2023-04-05 16:00:00,97.6,58684,Germany
C002274,SC4014,Product 73,73,2023-04-05 17:00:00,68.93,48354,Germany
C002275,SC8496,Product 92,70,2023-04-05 18:00:00,76.05,37602,France
C002276,SC7525,Product 98,74,2023-04-05 19:00:00,2.41,85198,France
I002277,SC3369,Product 26,1,2023-04-05 20:00:00,70.76,18060,Spain
C002278,SC9114,Product 27,55,2023-04-05 21:00:00,27.87,18350,France
C002279,SC1097,Product 41,98,2023-04-05 22:00:00,90.97,27496,USA
C002280,SC6104,Product 7,78,2023-04-05 23:00:00,90.49,40965,France
I002281,SC8233,Product 60,10,2023-04-06 00:00:00,26.19,81502,Spain
I002282,SC6452,Product 85,88,2023-04-06 01:00:00,20.23,28019,Canada
I002283,SC5788,Product 36,7,2023-04-06 02:00:00,57.82,21143,USA
C002284,SC7657,Product 23,34,2023-04-06 03:00:00,53.7,31645,UK
I002285,SC2686,Product 81,3,2023-04-06 04:00:00,2.89,14298,France
C002286,SC7673,Product 97,51,2023-04-06 05:00:00,67.17,85029,France
C002287,SC1068,Product 5,70,2023-04-06 06:00:00,16.22,27628,Germany
I002288,SC5989,Product 29,46,2023-04-06 07:00:00,83.59,22549,Canada
C002289,SC5902,Product 82,4,2023-04-06 08:00:00,21.19,30108,UK
C002290,SC3572,Product 95,85,2023-04-06 09:00:00,51.51,98331,Spain
C002291,SC2404,Product 65,98,2023-04-06 10:00:00,95.91,29495,UK
I002292,SC4571,Product 66,35,2023-04-06 11:00:00,28.27,18299,Spain
C002293,SC2859,Product 71,36,2023-04-06 12:00:00,11.46,84176,UK
C002294,SC8421,Product 65,63,2023-04-06 13:00:00,8.31,12057,Spain
C002295,SC1894,Product 29,95,2023-04-06 14:00:00,76.4,40548,USA
C002296,SC8408,Product 88,66,2023-04-06 15:00:00,89.71,38002,France
I002297,SC5268,Product 68,78,2023-04-06 16:00:00,77.86,32190,Canada
C002298,SC6161,Product 55,91,2023-04-06 17:00:00,47.05,37618,UK
C002299,SC2164,Product 35,38,2023-04-06 18:00:00,63.43,73308,USA
I002300,SC5236,Product 67,19,2023-04-06 19:00:00,6.58,83725,Germany
I002301,SC1661,Product 51,94,2023-04-06 20:00:00,74.51,28472,France
I002302,SC8953,Product 17,54,2023-04-06 21:00:00,23.76,14833,France
I002303,SC8839,Product 89,34,2023-04-06 22:00:00,71.59,53916,Spain
I002304,SC8668,Product 75,31,2023-04-06 23:00:00,98.22,88541,France
I002305,SC9900,Product 39,95,2023-04-07 00:00:00,5.83,80687,Canada
C002306,SC3183,Product 59,37,2023-04-07 01:00:00,19.3,32983,USA
C002307,SC8591,Product 51,90,2023-04-07 02:00:00,87.73,73899,France
I002308,SC7362,Product 4,50,2023-04-07 03:00:00,36.43,16753,USA
C002309,SC7042,Product 49,42,2023-04-07 04:00:00,89.59,80706,France
I002310,SC2467,Product 64,21,2023-04-07 05:00:00,28.45,68656,Germany
C002311,SC6680,Product 92,68,2023-04-07 06:00:00,74.69,13693,USA
I002312,SC2962,Product 61,39,2023-04-07 07:00:00,5.7,89428,Spain
I002313,SC2304,Product 86,60,2023-04-07 08:00:00,78.63,89610,USA
I002314,SC7876,Product 89,50,2023-04-07 09:00:00,30.44,81795,Canada
C002315,SC1671,Product 21,23,2023-04-07 10:00:00,97.95,79236,UK
C002316,SC3836,Product 18,41,2023-04-07 11:00:00,19.19,48473,Spain
C002317,SC6915,Product 94,59,2023-04-07 12:00:00,6.88,48829,Germany
C002318,SC3280,Product 8,85,2023-04-07 13:00:00,27.98,85549,Spain
C002319,SC6978,Product 20,7,2023-04-07 14:00:00,22.15,67657,Canada
C002320,SC2165,Product 12,13,2023-04-07 15:00:00,76.39,85399,UK
I002321,SC9842,Product 77,72,2023-04-07 16:00:00,14.22,67729,USA
I002322,SC1185,Product 92,30,2023-04-07 17:00:00,83.67,73449,Spain
I002323,SC6813,Product 35,48,2023-04-07 18:00:00,90.32,31091,UK
I002324,SC2544,Product 84,94,2023-04-07 19:00:00,51.38,26455,Germany
I002325,SC4138,Product 68,87,2023-04-07 20:00:00,9.94,36598,Spain
I002326,SC8168,Product 97,21,2023-04-07 21:00:00,9.13,10907,France
C002327,SC7119,Product 93,94,2023-04-07 22:00:00,86.07,47603,USA
I002328,SC1849,Product 21,48,2023-04-07 23:00:00,49.42,11821,Spain
I002329,SC7425,Product 86,50,2023-04-08 00:00:00,10.57,83636,Spain
I002330,SC2964,Product 58,73,2023-04-08 01:00:00,56.24,88827,USA
C002331,SC3345,Product 100,27,2023-04-08 02:00:00,68.08,76476,Canada
I002332,SC3669,Product 25,12,2023-04-08 03:00:00,52.06,20277,Canada
I002333,SC1886,Product 74,25,2023-04-08 04:00:00,1.24,66082,France
C002334,SC1864,Product 28,68,2023-04-08 05:00:00,94.56,11035,USA
I002335,SC9743,Product 3,7,2023-04-08 06:00:00,11.78,58466,Spain
C002336,SC9774,Product 25,17,2023-04-08 07:00:00,69.55,99627,France
C002337,SC1515,Product 3,96,2023-04-08 08:00:00,35.67,27856,Canada
C002338,SC2737,Product 60,93,2023-04-08 09:00:00,90.34,70134,France
I002339,SC6634,Product 9,6,2023-04-08 10:00:00,32.65,13488,France
I002340,SC7862,Product 38,21,2023-04-08 11:00:00,61.14,57883,France
C002341,SC4142,Product 58,36,2023-04-08 12:00:00,53.04,76096,USA
C002342,SC9378,Product 44,10,2023-04-08 13:00:00,98.38,74837,France
C002343,SC9821,Product 31,68,2023-04-08 14:00:00,91.48,53959,Spain
I002344,SC9029,Product 95,20,2023-04-08 15:00:00,22.43,86902,France
I002345,SC4227,Product 6,32,2023-04-08 16:00:00,97.41,34325,France
I002346,SC6885,Product 80,15,2023-04-08 17:00:00,19.86,43822,Canada
I002347,SC3846,Product 52,93,2023-04-08 18:00:00,9.24,70760,France
I002348,SC3692,Product 41,50,2023-04-08 19:00:00,96.9,24995,France
C002349,SC7881,Product 56,55,2023-04-08 20:00:00,43.15,82432,Spain
I002350,SC1028,Product 9,84,2023-04-08 21:00:00,34.75,59046,UK
I002351,SC7085,Product 44,70,2023-04-08 22:00:00,39.69,29129,UK
C002352,SC6719,Product 84,78,2023-04-08 23:00:00,34.42,85202,Canada
I002353,SC7418,Product 76,18,2023-04-09 00:00:00,2.52,39627,Germany
I002354,SC8081,Product 84,36,2023-04-09 01:00:00,39.56,23329,Canada
I002355,SC2334,Product 23,55,2023-04-09 02:00:00,59.87,12988,Spain
I002356,SC1642,Product 35,92,2023-04-09 03:00:00,49.24,54335,Germany
I002357,SC7319,Product 97,21,2023-04-09 04:00:00,65.19,76770,France
I002358,SC5407,Product 36,11,2023-04-09 05:00:00,73.94,25419,France
C002359,SC9466,Product 85,87,2023-04-09 06:00:00,91.39,89711,Spain
I002360,SC7901,Product 42,35,2023-04-09 07:00:00,39.97,81657,UK
C002361,SC5721,Product 13,1,2023-04-09 08:00:00,17.4,48928,UK
I002362,SC1120,Product 36,58,2023-04-09 09:00:00,71.11,62866,Canada
I002363,SC6518,Product 29,53,2023-04-09 10:00:00,49.63,58503,Canada
I002364,SC9162,Product 22,40,2023-04-09 11:00:00,65.23,41770,USA
I002365,SC1207,Product 58,39,2023-04-09 12:00:00,79.88,65615,Canada
I002366,SC5856,Product 32,19,2023-04-09 13:00:00,10.45,84934,USA
C002367,SC2154,Product 1,3,2023-04-09 14:00:00,64.03,38121,France
I002368,SC5800,Product 72,6,2023-04-09 15:00:00,48.28,92982,USA
I002369,SC1806,Product 99,90,2023-04-09 16:00:00,56.62,62229,USA
C002370,SC9975,Product 48,12,2023-04-09 17:00:00,9.41,42667,France
C002371,SC5866,Product 88,19,2023-04-09 18:00:00,86.26,64424,France
I002372,SC5178,Product 96,21,2023-04-09 19:00:00,35.95,59734,France
I002373,SC7043,Product 59,56,2023-04-09 20:00:00,76.88,18242,France
C002374,SC3404,Product 59,55,2023-04-09 21:00:00,62.49,31648,Canada
I002375,SC3907,Product 46,13,2023-04-09 22:00:00,40.73,38110,UK
I002376,SC7645,Product 92,45,2023-04-09 23:00:00,34.61,73640,Spain
I002377,SC7818,Product 58,80,2023-04-10 00:00:00,48.1,24067,France
C002378,SC6287,Product 46,97,2023-04-10 01:00:00,4.95,15851,UK
C002379,SC7538,Product 52,95,2023-04-10 02:00:00,16.43,44399,USA
I002380,SC1853,Product 68,48,2023-04-10 03:00:00,83.43,27536,France
C002381,SC3835,Product 80,62,2023-04-10 04:00:00,57.89,51792,USA
C002382,SC8218,Product 12,60,2023-04-10 05:00:00,19.98,36026,Germany
C002383,SC9906,Product 37,36,2023-04-10 06:00:00,81.85,55993,UK
I002384,SC5993,Product 66,71,2023-04-10 07:00:00,80.46,44225,Germany
C002385,SC1348,Product 100,94,2023-04-10 08:00:00,11.64,43364,Canada
C002386,SC8784,Product 78,69,2023-04-10 09:00:00,28.49,84224,UK
I002387,SC8158,Product 98,26,2023-04-10 10:00:00,61.11,61180,USA
I002388,SC5655,Product 46,97,2023-04-10 11:00:00,86.57,94396,Spain
I002389,SC8525,Product 40,87,2023-04-10 12:00:00,91.52,84361,Canada
C002390,SC6236,Product 37,46,2023-04-10 13:00:00,95.88,25517,UK
I002391,SC5444,Product 47,71,2023-04-10 14:00:00,36.85,51275,Canada
I002392,SC2652,Product 97,43,2023-04-10 15:00:00,31.03,85513,Canada
C002393,SC1829,Product 27,39,2023-04-10 16:00:00,50.52,28258,USA
C002394,SC8923,Product 43,94,2023-04-10 17:00:00,44.25,72339,Germany
C002395,SC3169,Product 72,79,2023-04-10 18:00:00,92.3,19234,Spain
I002396,SC2836,Product 93,4,2023-04-10 19:00:00,4.85,99182,Germany
I002397,SC4016,Product 52,85,2023-04-10 20:00:00,9.82,99838,France
I002398,SC1734,Product 76,57,2023-04-10 21:00:00,95.82,11111,UK
I002399,SC8935,Product 25,29,2023-04-10 22:00:00,79.31,71080,UK
C002400,SC2857,Product 40,29,2023-04-10 23:00:00,8.72,70712,France
I002401,SC8550,Product 51,24,2023-04-11 00:00:00,1.83,50072,Germany
I002402,SC5960,Product 98,79,2023-04-11 01:00:00,38.69,66441,UK
I002403,SC7535,Product 36,90,2023-04-11 02:00:00,69.55,80252,Spain
C002404,SC7400,Product 11,59,2023-04-11 03:00:00,8.24,44679,France
C002405,SC1502,Product 80,66,2023-04-11 04:00:00,15.86,84262,Germany
I002406,SC4973,Product 65,79,2023-04-11 05:00:00,89.73,69213,Canada
C002407,SC3405,Product 98,59,2023-04-11 06:00:00,46.34,77939,UK
C002408,SC7131,Product 33,10,2023-04-11 07:00:00,70.71,79229,UK
C002409,SC9361,Product 12,71,2023-04-11 08:00:00,24.77,73790,France
C002410,SC8130,Product 34,58,2023-04-11 09:00:00,66.17,45107,Canada
C002411,SC5711,Product 42,49,2023-04-11 10:00:00,47.6,86490,USA
C002412,SC8538,Product 86,94,2023-04-11 11:00:00,90.9,37866,Germany
I002413,SC1747,Product 95,8,2023-04-11 12:00:00,88.58,75786,France
I002414,SC2706,Product 28,42,2023-04-11 13:00:00,63.06,64827,Spain
I002415,SC5627,Product 24,3,2023-04-11 14:00:00,67.12,40383,Canada
C002416,SC2080,Product 29,20,2023-04-11 15:00:00,60.61,47279,USA
C002417,SC3571,Product 19,72,2023-04-11 16:00:00,58.71,66240,Canada
C002418,SC3485,Product 54,63,2023-04-11 17:00:00,44.04,37846,USA
C002419,SC3918,Product 64,1,2023-04-11 18:00:00,92.41,51039,UK
I002420,SC5378,Product 76,12,2023-04-11 19:00:00,83.31,55811,USA
I002421,SC8159,Product 66,12,2023-04-11 20:00:00,75.99,89614,UK
C002422,SC5286,Product 49,97,2023-04-11 21:00:00,40.38,76874,UK
C002423,SC7385,Product 28,31,2023-04-11 22:00:00,68.94,47437,UK
C002424,SC3264,Product 70,84,2023-04-11 23:00:00,81.1,99506,Germany
I002425,SC7761,Product 82,94,2023-04-12 00:00:00,52.64,45235,UK
C002426,SC3213,Product 2,78,2023-04-12 01:00:00,53.87,86144,Canada
I002427,SC2835,Product 25,50,2023-04-12 02:00:00,29.5,18098,Canada
I002428,SC7338,Product 15,77,2023-04-12 03:00:00,7.74,50646,USA
I002429,SC3074,Product 2,65,2023-04-12 04:00:00,81.13,33366,USA
C002430,SC6348,Product 82,99,2023-04-12 05:00:00,46.53,42244,Canada
I002431,SC4218,Product 48,47,2023-04-12 06:00:00,50.61,99628,UK
I002432,SC4396,Product 5,99,2023-04-12 07:00:00,10.04,22877,UK
I002433,SC2257,Product 78,35,2023-04-12 08:00:00,29.33,73621,Germany
I002434,SC2865,Product 5,4,2023-04-12 09:00:00,54.79,53737,Canada
I002435,SC6956,Product 44,81,2023-04-12 10:00:00,19.01,28101,Germany
C002436,SC7592,Product 86,12,2023-04-12 11:00:00,76.44,72144,UK
I002437,SC3624,Product 54,68,2023-04-12 12:00:00,91.22,74259,Germany
C002438,SC6141,Product 73,52,2023-04-12 13:00:00,41.91,93633,Spain
C002439,SC7534,Product 100,21,2023-04-12 14:00:00,37.56,43468,UK
C002440,SC6897,Product 65,66,2023-04-12 15:00:00,27.96,80521,USA
C002441,SC8302,Product 33,71,2023-04-12 16:00:00,52.84,87981,UK
I002442,SC7385,Product 31,65,2023-04-12 17:00:00,33.91,87513,USA
I002443,SC1032,Product 75,64,2023-04-12 18:00:00,14.06,44984,France
C002444,SC3790,Product 58,13,2023-04-12 19:00:00,27.94,90254,France
I002445,SC3681,Product 100,53,2023-04-12 20:00:00,89.72,79039,Germany
C002446,SC7187,Product 7,75,2023-04-12 21:00:00,39.42,13151,Germany
I002447,SC5869,Product 7,13,2023-04-12 22:00:00,10.55,21032,UK
I002448,SC2403,Product 11,41,2023-04-12 23:00:00,89.22,41185,Germany
I002449,SC2215,Product 33,21,2023-04-13 00:00:00,74.44,38067,UK
C002450,SC7795,Product 10,48,2023-04-13 01:00:00,58.46,15566,Canada
C002451,SC7543,Product 96,10,2023-04-13 02:00:00,47.04,13552,UK
I002452,SC2666,Product 9,97,2023-04-13 03:00:00,34.23,15377,UK
C002453,SC6239,Product 5,78,2023-04-13 04:00:00,89.57,19042,Spain
C002454,SC6050,Product 86,43,2023-04-13 05:00:00,73.19,61040,USA
I002455,SC1509,Product 39,56,2023-04-13 06:00:00,23.78,94137,Spain
C002456,SC8502,Product 24,99,2023-04-13 07:00:00,21.13,44945,Spain
C002457,SC4940,Product 52,17,2023-04-13 08:00:00,7.26,67160,USA
C002458,SC8291,Product 81,10,2023-04-13 09:00:00,25.65,82352,France
C002459,SC4049,Product 26,27,2023-04-13 10:00:00,91.21,90874,France
C002460,SC2475,Product 87,10,2023-04-13 11:00:00,95.77,75982,Spain
C002461,SC3818,Product 79,83,2023-04-13 12:00:00,29.88,36415,France
C002462,SC4101,Product 40,46,2023-04-13 13:00:00,91.05,33385,USA
I002463,SC8587,Product 70,68,2023-04-13 14:00:00,60.98,46835,Germany
I002464,SC2300,Product 77,5,2023-04-13 15:00:00,65.22,72239,Spain
C002465,SC8467,Product 94,65,2023-04-13 16:00:00,87.25,73858,France
C002466,SC5206,Product 71,35,2023-04-13 17:00:00,35.8,54112,Spain
I002467,SC4175,Product 2,58,2023-04-13 18:00:00,93.89,96934,Spain
I002468,SC5819,Product 87,70,2023-04-13 19:00:00,53.65,12801,USA
C002469,SC1317,Product 79,52,2023-04-13 20:00:00,32.41,82272,Spain
I002470,SC1200,Product 11,69,2023-04-13 21:00:00,24.14,96377,UK
I002471,SC7628,Product 26,88,2023-04-13 22:00:00,25.95,68660,France
C002472,SC1272,Product 64,42,2023-04-13 23:00:00,62.02,43602,Canada
I002473,SC6765,Product 13,90,2023-04-14 00:00:00,4.74,53190,USA
C002474,SC7339,Product 47,38,2023-04-14 01:00:00,75.09,56389,USA
I002475,SC7628,Product 27,82,2023-04-14 02:00:00,5.72,94104,France
C002476,SC1368,Product 33,47,2023-04-14 03:00:00,93.7,88407,Germany
I002477,SC4503,Product 81,38,2023-04-14 04:00:00,47.58,32720,UK
C002478,SC9402,Product 98,23,2023-04-14 05:00:00,5.3,58364,France
C002479,SC3967,Product 63,14,2023-04-14 06:00:00,46.09,95394,France
C002480,SC9443,Product 13,18,2023-04-14 07:00:00,89.32,99305,France
I002481,SC9934,Product 96,45,2023-04-14 08:00:00,43.76,35774,UK
I002482,SC7418,Product 58,90,2023-04-14 09:00:00,24.4,38967,Canada
I002483,SC2749,Product 37,12,2023-04-14 10:00:00,66.4,99077,USA
I002484,SC4151,Product 60,32,2023-04-14 11:00:00,26.76,82426,UK
C002485,SC4573,Product 15,38,2023-04-14 12:00:00,39.28,98095,USA
C002486,SC7323,Product 89,19,2023-04-14 13:00:00,66.18,64581,USA
C002487,SC2753,Product 35,77,2023-04-14 14:00:00,76.22,35407,Canada
C002488,SC6886,Product 17,21,2023-04-14 15:00:00,75.14,94809,Germany
I002489,SC3424,Product 6,73,2023-04-14 16:00:00,28.15,55145,Spain
I002490,SC7667,Product 97,27,2023-04-14 17:00:00,75.2,79880,Germany
C002491,SC4899,Product 52,8,2023-04-14 18:00:00,73.28,50125,Germany
I002492,SC4893,Product 77,3,2023-04-14 19:00:00,53.74,71951,USA
I002493,SC1034,Product 39,61,2023-04-14 20:00:00,22.14,11872,USA
I002494,SC3161,Product 84,41,2023-04-14 21:00:00,78.24,18784,Canada
C002495,SC1097,Product 59,20,2023-04-14 22:00:00,6.43,68958,Spain
I002496,SC4591,Product 29,36,2023-04-14 23:00:00,90.98,72740,France
C002497,SC7811,Product 28,98,2023-04-15 00:00:00,14.2,59397,France
C002498,SC4883,Product 49,49,2023-04-15 01:00:00,62.33,61629,Canada
I002499,SC4359,Product 67,30,2023-04-15 02:00:00,2.63,30040,Canada
I002500,SC1697,Product 83,66,2023-04-15 03:00:00,56.89,65313,USA
I002501,SC1928,Product 40,67,2023-04-15 04:00:00,37.72,22150,UK
C002502,SC9272,Product 63,23,2023-04-15 05:00:00,66.06,44190,Germany
I002503,SC4768,Product 77,36,2023-04-15 06:00:00,91.89,85116,USA
I002504,SC3500,Product 39,40,2023-04-15 07:00:00,3.85,78706,Canada
I002505,SC9110,Product 29,97,2023-04-15 08:00:00,39.67,27518,Spain
C002506,SC8409,Product 35,16,2023-04-15 09:00:00,7.09,48450,USA
I002507,SC8779,Product 73,76,2023-04-15 10:00:00,44.34,11097,UK
C002508,SC1890,Product 99,72,2023-04-15 11:00:00,69.56,76558,France
I002509,SC3365,Product 53,95,2023-04-15 12:00:00,7.12,81318,Canada
C002510,SC5849,Product 21,23,2023-04-15 13:00:00,5.58,92844,USA
C002511,SC5424,Product 23,23,2023-04-15 14:00:00,46.93,96100,UK
C002512,SC6632,Product 80,93,2023-04-15 15:00:00,28.25,76541,USA
I002513,SC1646,Product 54,32,2023-04-15 16:00:00,30.45,48147,UK
C002514,SC2282,Product 85,67,2023-04-15 17:00:00,83.77,26610,Canada
C002515,SC6084,Product 50,44,2023-04-15 18:00:00,53.15,26377,Spain
I002516,SC6486,Product 59,95,2023-04-15 19:00:00,9.27,10553,UK
C002517,SC2704,Product 13,77,2023-04-15 20:00:00,5.88,55500,Canada
C002518,SC3673,Product 30,34,2023-04-15 21:00:00,33.56,97476,Canada
C002519,SC9986,Product 10,55,2023-04-15 22:00:00,57.44,81696,USA
I002520,SC4042,Product 89,74,2023-04-15 23:00:00,79.84,86131,Germany
C002521,SC4540,Product 9,67,2023-04-16 00:00:00,85.57,30860,Spain
I002522,SC5757,Product 18,11,2023-04-16 01:00:00,82.02,27743,Germany
C002523,SC1305,Product 7,10,2023-04-16 02:00:00,88.44,14478,USA
I002524,SC2881,Product 71,17,2023-04-16 03:00:00,37.15,71085,UK
I002525,SC4251,Product 48,47,2023-04-16 04:00:00,59.2,19768,UK
C002526,SC6657,Product 29,51,2023-04-16 05:00:00,68.86,82110,Spain
I002527,SC5346,Product 96,42,2023-04-16 06:00:00,15.03,67787,USA
I002528,SC8386,Product 94,98,2023-04-16 07:00:00,60.83,99395,Germany
C002529,SC7710,Product 62,3,2023-04-16 08:00:00,17.62,20578,Germany
C002530,SC2602,Product 63,66,2023-04-16 09:00:00,33.86,25535,USA
I002531,SC6585,Product 11,95,2023-04-16 10:00:00,59.01,94182,UK
I002532,SC7489,Product 98,27,2023-04-16 11:00:00,79.74,19905,USA
C002533,SC1536,Product 92,98,2023-04-16 12:00:00,75.76,78950,UK
I002534,SC9057,Product 9,79,2023-04-16 13:00:00,80.67,16080,UK
I002535,SC6442,Product 21,89,2023-04-16 14:00:00,94.48,96039,France
C002536,SC8066,Product 46,87,2023-04-16 15:00:00,51.0,45836,France
C002537,SC4455,Product 76,54,2023-04-16 16:00:00,83.07,66966,Canada
I002538,SC1591,Product 63,85,2023-04-16 17:00:00,62.76,37645,Canada
C002539,SC4619,Product 95,29,2023-04-16 18:00:00,23.77,26389,France
C002540,SC1606,Product 69,31,2023-04-16 19:00:00,80.46,73766,Spain
I002541,SC3410,Product 87,87,2023-04-16 20:00:00,34.78,28067,Germany
I002542,SC7421,Product 67,57,2023-04-16 21:00:00,56.75,29165,Canada
C002543,SC7849,Product 40,39,2023-04-16 22:00:00,28.34,47818,Canada
C002544,SC9315,Product 28,10,2023-04-16 23:00:00,73.12,48985,Spain
I002545,SC2388,Product 49,30,2023-04-17 00:00:00,17.29,88719,France
I002546,SC7682,Product 100,34,2023-04-17 01:00:00,44.33,15584,Spain
I002547,SC5968,Product 79,62,2023-04-17 02:00:00,28.88,29522,USA
C002548,SC5487,Product 41,74,2023-04-17 03:00:00,18.79,35262,UK
C002549,SC6606,Product 66,1,2023-04-17 04:00:00,73.45,82130,USA
C002550,SC9591,Product 44,43,2023-04-17 05:00:00,46.22,83072,Germany
C002551,SC1604,Product 96,2,2023-04-17 06:00:00,93.1,93444,France
C002552,SC3299,Product 42,39,2023-04-17 07:00:00,28.16,46396,UK
C002553,SC7608,Product 25,86,2023-04-17 08:00:00,55.52,60279,USA
C002554,SC5113,Product 53,53,2023-04-17 09:00:00,10.75,11403,Spain
C002555,SC6301,Product 28,45,2023-04-17 10:00:00,52.45,62985,USA
I002556,SC1084,Product 21,86,2023-04-17 11:00:00,6.9,49109,Canada
C002557,SC1780,Product 55,84,2023-04-17 12:00:00,40.05,82445,Spain
I002558,SC3862,Product 37,19,2023-04-17 13:00:00,39.87,92502,Canada
I002559,SC3705,Product 50,82,2023-04-17 14:00:00,68.4,25689,Canada
C002560,SC7083,Product 90,98,2023-04-17 15:00:00,39.59,31209,UK
I002561,SC7132,Product 37,88,2023-04-17 16:00:00,68.48,58975,France
C002562,SC1586,Product 28,86,2023-04-17 17:00:00,11.9,72833,Germany
I002563,SC2585,Product 5,34,2023-04-17 18:00:00,21.83,33888,Spain
C002564,SC2232,Product 4,24,2023-04-17 19:00:00,68.45,64964,USA
I002565,SC9795,Product 46,10,2023-04-17 20:00:00,27.37,24515,USA
I002566,SC4528,Product 2,10,2023-04-17 21:00:00,8.41,92929,Spain
C002567,SC5162,Product 76,97,2023-04-17 22:00:00,64.79,12354,Canada
C002568,SC2886,Product 39,11,2023-04-17 23:00:00,18.51,18627,France
C002569,SC9898,Product 17,86,2023-04-18 00:00:00,74.09,96368,Canada
C002570,SC8444,Product 99,71,2023-04-18 01:00:00,14.8,86275,USA
C002571,SC6447,Product 75,19,2023-04-18 02:00:00,91.59,36791,Germany
I002572,SC6177,Product 19,92,2023-04-18 03:00:00,12.76,29042,Germany
I002573,SC4695,Product 38,38,2023-04-18 04:00:00,90.62,16108,UK
C002574,SC7982,Product 15,1,2023-04-18 05:00:00,32.47,97365,Canada
C002575,SC7332,Product 91,47,2023-04-18 06:00:00,13.31,45475,UK
I002576,SC7591,Product 30,83,2023-04-18 07:00:00,12.61,72889,France
I002577,SC7846,Product 76,50,2023-04-18 08:00:00,77.66,37387,France
C002578,SC3746,Product 75,63,2023-04-18 09:00:00,27.63,50229,Spain
I002579,SC8952,Product 94,88,2023-04-18 10:00:00,36.52,80673,Canada
C002580,SC6981,Product 90,50,2023-04-18 11:00:00,36.01,69540,Germany
I002581,SC1701,Product 76,22,2023-04-18 12:00:00,47.58,95314,Canada
I002582,SC8033,Product 8,65,2023-04-18 13:00:00,88.82,75346,Germany
C002583,SC3380,Product 85,82,2023-04-18 14:00:00,2.16,78209,Spain
C002584,SC2386,Product 73,19,2023-04-18 15:00:00,31.96,51412,Germany
I002585,SC6295,Product 2,11,2023-04-18 16:00:00,62.41,35761,Spain
I002586,SC7363,Product 74,61,2023-04-18 17:00:00,94.22,59934,Spain
C002587,SC6122,Product 65,26,2023-04-18 18:00:00,38.45,89825,USA
C002588,SC3808,Product 7,64,2023-04-18 19:00:00,64.74,12563,UK
I002589,SC4202,Product 72,54,2023-04-18 20:00:00,39.2,78689,Spain
I002590,SC1901,Product 75,30,2023-04-18 21:00:00,62.39,54714,Spain
C002591,SC5995,Product 40,98,2023-04-18 22:00:00,5.24,31448,Spain
I002592,SC5283,Product 30,99,2023-04-18 23:00:00,17.93,52764,France
I002593,SC7002,Product 51,75,2023-04-19 00:00:00,93.4,26887,USA
I002594,SC3555,Product 66,31,2023-04-19 01:00:00,26.66,66494,France
I002595,SC6059,Product 75,91,2023-04-19 02:00:00,30.4,20192,Spain
I002596,SC1038,Product 16,69,2023-04-19 03:00:00,7.23,65205,France
I002597,SC4288,Product 80,34,2023-04-19 04:00:00,6.63,75704,Canada
I002598,SC6624,Product 75,21,2023-04-19 05:00:00,90.39,26980,Germany
I002599,SC3585,Product 32,78,2023-04-19 06:00:00,6.1,89312,Canada
I002600,SC6056,Product 2,82,2023-04-19 07:00:00,7.37,59988,USA
C002601,SC4517,Product 87,8,2023-04-19 08:00:00,45.73,27289,Germany
C002602,SC3433,Product 42,81,2023-04-19 09:00:00,41.97,49746,Canada
I002603,SC3212,Product 64,78,2023-04-19 10:00:00,17.67,21522,Canada
I002604,SC3347,Product 11,12,2023-04-19 11:00:00,52.23,87521,Spain
I002605,SC8379,Product 35,78,2023-04-19 12:00:00,74.56,97097,France
C002606,SC1948,Product 33,87,2023-04-19 13:00:00,67.51,78144,Canada
I002607,SC7625,Product 26,55,2023-04-19 14:00:00,66.32,27295,USA
